0,0, This POI update is available here: http://www.gps-data-team.com/poi/united_kingdom/petrol/
0,0, Is your business listed? Join the Team - Register to manage this POI file (add and edit POI locations).
0,0, Add to Cart - a once only secure payment for unlimited lifetime updates with full POI descriptions.
0,0, GPS Forum, Business GPS listing service, registration and installation support: http://www.gps-data-team.com/pda-gps-navigation/ 
-3.014613, 51.823779,ESSO Abergavenny - ABERGAVENNY SERVICE STATION; 5 Hereford Road; Abergavenny Wales NP7 5PR >+1873855412
-1.303356, 51.66863,ESSO Abingdon - MARCHAM ROAD SERVICE STATION; Marcham Road; Abingdon England OX14 1TZ >+1235535171
-0.870923, 52.244728,ESSO Abington Northants - ABINGTON EXPRESS; 348 Wellingborough Road; Abington; Northants England NN1 4EY >+16042699270
-2.360688, 53.750984,ESSO Accrington - ACCRINGTON EXPRESS; 105 Abbey Street; Accrington England BB5 1EW >+1254739410
-0.281428, 51.508365,ESSO Acton - ACTON EXPR.; 355/363 Uxbridge Road; Acton England W3 9RH >+2032817230
-3.985437, 55.868021,ESSO Airdrie - AULD CROSS EXPRESS; 28 High Street; Airdrie Scotland ML6 0DS >+1236815010
-2.292582, 52.64825,ESSO Albrighton - COSFORD SERVICES; A41 Newport Road; Albrighton England WV7 3NA >+1902372550
-1.875676, 52.212128,ESSO Alcester - LONG MEADOW S/STN; Evesham Street; Alcester England B49 5DW >+1789764491
-4.583241, 55.988921,ESSO Alexandria G83 0DX - MR. GORDON K. GLEN GARAGE; 34-44 Main Street; Alexandria Scotland G83 0DX >+1389752778
-2.352, 53.38869,ESSO Altrincham - ALTRINCHAM SERVICE STATION; Dunham Road; Altrincham England WA14 4NX >+1619282817
-1.377835, 51.181005,ESSO Andover - MRH BARTON STACEY; Barton Stacey; Andover England SO21 3NF >+01264720577
-1.493206, 51.213959,ESSO Andover SP10 3JZ - MRH ANDOVER; 94 Charlton Road; Andover England SP10 3JZ >+1264367970
-4.808941, 55.646998,ESSO Ardrossan - Ardrossan Service Station; 217 Glasgow Street; Ardrossan Scotland KA22 8JU >+01294 462060
-2.223591, 53.470458,ESSO Ardwick - ARDWICK GREEN EXPRESS; Ardwick Green South; Ardwick England M13 9XF >+1614513090
-0.672753, 51.410393,ESSO Ascot - ASCOT OTR SERVICE STATION; High Street; Ascot England SL5 7HU >+1344874370
0.816114, 51.184968,ESSO Ashford - HOTHFIELD SERVICE STATION; Maidstone Road A20; Ashford England TN26 1AP >+1233713265
-2.630883, 53.491133,ESSO Ashton-In Makerfield - ASHTON-IN MAKERFIELD EXPRESS; Bolton Road; Ashton-In Makerfield England WN4 8PF >+1942759800
-3.332846, 54.763718,ESSO Aspatria - T/AS L R & J A ALLEN; Market Square; Aspatria England CA7 3HB >+1697320300
1.015256, 52.517362,ESSO Attleborough - T/AS ALINE GARAGE; Exchange Street; Attleborough England NR17 2AB >+1953455434
-0.785643, 51.805712,ESSO Aylesbury - BW MALTHURST AYLESBURY; Camborne Avenue; Aylesbury England HP21 7UD >+01296 332012
-0.790278, 51.815286,ESSO Aylesbury HP20 1JJ - ADAMS CORNER SERVICE STATION; Oakfield Road; Aylesbury England HP20 1JJ >+1296337259
-0.803571, 51.809775,ESSO Aylesbury HP21 9LB - BOROUGH SERVICE STATION; Wendover Road; Aylesbury England HP21 9LB >+1296437526
0.4374, 51.298677,ESSO Aylesford - LARKFIELD EXPR.; London Road; Aylesford England ME20 6HJ >+1732422180
-4.627023, 55.457304,ESSO Ayr - TAM O`SHANTER FILLING STATION; Station Bridge Road; Ayr Scotland KA7 1UW >+1292265245
-0.155877, 51.438913,ESSO Balham - BALHAM EXPRESS; 219-221 Balham High Road; Balham England SW17 7BT >+2032802810
-1.327821, 52.042634,ESSO Banbury - BANBURY OTR SERVICE STATION; Oxford Road; Banbury England OX15 4AB >+1295268303
-1.316287, 52.068977,ESSO Banbury OX16 4SZ - ERMONT WAY OTR SERVICE STATION; Ermont Way; Banbury England OX16 4SZ >+1295267791
